FIXEDDEPOSITID,INVESTMENTACCOUNTID,PRINCIPALAMOUNT,INTERESTRATE,MATURITYDATE,INTERESTPAYMENTFREQUENCY,MATURITYAMOUNT
2044,AAGS03835808971544,355348,8.34,YYYY-47-DD 19:47:SS,Weekly,4649866
2045,OXVF19571697807309,278422,8.42,YYYY-17-DD 23:17:SS,Half Yearly,4027341
2046,MBFB44624837975498,838343,6.55,YYYY-54-DD 00:54:SS,Yearly,7711852
2047,GWGM00211069434245,95994,6.15,YYYY-10-DD 18:10:SS,Quarterly,4512553
2048,BRGJ87533386224135,802193,7.12,YYYY-53-DD 04:53:SS,Weekly,802215
2049,EDPB64900905310717,154908,8.4,YYYY-21-DD 06:21:SS,Yearly,7544194
2050,UIGJ47462323908078,652488,8.88,YYYY-12-DD 23:12:SS,Half Yearly,2769480
2051,JZBE80758815544945,261922,8.71,YYYY-46-DD 20:46:SS,Yearly,7169498
2052,MORC18818789048741,418622,5.6,YYYY-01-DD 15:01:SS,Daily,3605000
2053,PDZY09824088291044,596884,6.89,YYYY-44-DD 06:44:SS,Daily,7844521
2054,MSIH89627365410723,802002,5.57,YYYY-48-DD 08:48:SS,Weekly,7565275
2055,QXOV95725876799249,860018,7.68,YYYY-14-DD 19:14:SS,Monthly,2743606
2056,OPOM36300654863584,535151,5.64,YYYY-11-DD 18:11:SS,Weekly,2410913
2057,YLLV36477815009528,301145,6.19,YYYY-06-DD 14:06:SS,Yearly,2439661
2058,CHEQ54809613330126,580092,6.67,YYYY-00-DD 11:00:SS,Monthly,6217936
2059,WGWE62492710147539,198745,8.33,YYYY-35-DD 21:35:SS,Daily,6009355
2060,YUFS30753629321595,452373,6.71,YYYY-43-DD 15:43:SS,Half Yearly,6869096
2061,YEWS57683595573201,985271,5.14,YYYY-52-DD 12:52:SS,Yearly,4847254
2062,VRXJ08333956671361,909875,7.6,YYYY-35-DD 12:35:SS,Yearly,2282190
2063,XWOQ53515211392860,875893,7.18,YYYY-57-DD 14:57:SS,Daily,5839372
2064,FFJP31150885077759,894170,8.33,YYYY-27-DD 18:27:SS,Half Yearly,1433434
2065,ELTA68115954151147,718983,7.8,YYYY-30-DD 23:30:SS,Daily,9524360
2066,OPOM36300654863584,146072,6.34,YYYY-58-DD 08:58:SS,Quarterly,5343127
2067,KMRI70631811153168,311057,6.88,YYYY-23-DD 10:23:SS,Daily,8493764
2068,RBNP84701331656365,51870,8.49,YYYY-16-DD 04:16:SS,Half Yearly,7284293
2069,JBXF81897268538128,381501,6.33,YYYY-49-DD 14:49:SS,Half Yearly,7961589
2070,FLTC03420681163981,670130,7.36,YYYY-57-DD 06:57:SS,Weekly,2299150
2071,GINF58064308979198,762585,5.78,YYYY-46-DD 08:46:SS,Yearly,8101819
2072,ESAF57900148604572,336812,8.5,YYYY-29-DD 16:29:SS,Yearly,9199621
2073,FBYV32573064233839,612176,7.74,YYYY-36-DD 15:36:SS,Monthly,4219316
2074,NPFB73777791138168,309702,8.64,YYYY-54-DD 09:54:SS,Weekly,458786
2075,FHAR28991533991783,25712,8.56,YYYY-41-DD 09:41:SS,Quarterly,5464350
2076,WNOZ20676957631900,943390,8.68,YYYY-31-DD 04:31:SS,Half Yearly,6813132
2077,RBNP84701331656365,420342,7.29,YYYY-38-DD 04:38:SS,Daily,8783475
2078,ZXBC82884832429169,956022,7.29,YYYY-50-DD 15:50:SS,Daily,5709349
2079,LCFF32023531674447,660421,6.41,YYYY-01-DD 01:01:SS,Half Yearly,3853721
2080,OERZ31449251969487,693099,7.7,YYYY-25-DD 15:25:SS,Half Yearly,6838660
2081,JSEO54172051847491,639002,5.77,YYYY-54-DD 08:54:SS,Monthly,5849182
2082,RPGZ60599233400122,630266,7.63,YYYY-29-DD 14:29:SS,Quarterly,2073741
2083,HVVG01760505142656,565791,5.54,YYYY-13-DD 06:13:SS,Yearly,1532541
2084,WUFS94207643058505,367372,7.41,YYYY-17-DD 14:17:SS,Quarterly,8957013
2085,PWVC77943875073703,315578,8.41,YYYY-05-DD 12:05:SS,Half Yearly,5741644
2086,OVLH72515843247535,398649,5.39,YYYY-11-DD 00:11:SS,Weekly,6740743
2087,WWIL58463713771640,107132,5.57,YYYY-03-DD 00:03:SS,Quarterly,8658604
2088,ZCWM74972683274460,854689,6.68,YYYY-54-DD 23:54:SS,Monthly,854690
2089,ZCMX38733151046579,193685,6.45,YYYY-06-DD 02:06:SS,Yearly,2583849
2090,PRMQ53105321653997,622052,5.87,YYYY-59-DD 23:59:SS,Daily,7128777
2091,KETH36824121048930,710031,6.5,YYYY-05-DD 02:05:SS,Yearly,4456588
2092,HRFA86320409629873,419500,5.72,YYYY-29-DD 02:29:SS,Quarterly,8648186
2093,LADL04715204865584,254988,6.26,YYYY-36-DD 16:36:SS,Weekly,929043
2094,CFOA57326218444224,574702,8.24,YYYY-05-DD 14:05:SS,Daily,2539999
2095,GJUA53369688940994,203388,5.35,YYYY-45-DD 19:45:SS,Weekly,8046387
2096,UZWE77792793610473,199161,8.93,YYYY-01-DD 19:01:SS,Quarterly,1510285
2097,YOLI32889593727188,573125,6.71,YYYY-37-DD 00:37:SS,Monthly,7112377
2098,YRJJ56968015521297,620970,6.19,YYYY-23-DD 23:23:SS,Monthly,3847350
2099,FSAA29315889074984,40498,8.7,YYYY-29-DD 09:29:SS,Monthly,3988844
2100,JHOZ35659301532418,429369,5.55,YYYY-09-DD 14:09:SS,Quarterly,1506694
2101,HPRR16438526024169,613291,6.37,YYYY-28-DD 23:28:SS,Daily,613292
2102,YTSQ20989378247689,856812,7.24,YYYY-54-DD 05:54:SS,Daily,7492730
2103,GCQQ51064823924415,607874,5.74,YYYY-56-DD 15:56:SS,Half Yearly,7271485
2104,BNXL51563385245432,524021,6.2,YYYY-54-DD 07:54:SS,Yearly,4967267
2105,XSJZ35190167397602,86103,5.97,YYYY-54-DD 10:54:SS,Weekly,841175
2106,NBRP91294424204821,625577,7.32,YYYY-33-DD 08:33:SS,Weekly,2120128
2107,FBYV32573064233839,549043,8.2,YYYY-47-DD 14:47:SS,Daily,1949978
2108,GLVY43290233349713,574259,8.37,YYYY-34-DD 11:34:SS,Monthly,8758543
2109,IVCF57897109397144,136804,5.13,YYYY-08-DD 20:08:SS,Monthly,8443297
2110,OXVF19571697807309,274118,6.4,YYYY-16-DD 06:16:SS,Weekly,5893669
2111,IKEA97530685859692,952657,6.86,YYYY-00-DD 16:00:SS,Quarterly,4916772
2112,WYBB77558140925661,784943,6.4,YYYY-48-DD 12:48:SS,Daily,3470313
2113,NXOS13786231075756,147868,6.28,YYYY-27-DD 02:27:SS,Weekly,991213
2114,QTOE21627918342267,135810,6.83,YYYY-17-DD 12:17:SS,Half Yearly,2967433
2115,NQWA00406966512479,638738,5.89,YYYY-48-DD 03:48:SS,Half Yearly,3553185
2116,QOFZ44708275999110,415966,8.73,YYYY-47-DD 03:47:SS,Daily,8917778
2117,REHQ02715749303521,801558,7.4,YYYY-53-DD 21:53:SS,Weekly,8925673
2118,UQAA91498901598519,309462,7.97,YYYY-47-DD 09:47:SS,Monthly,6459448
2119,ALZN76653468707984,645066,6.63,YYYY-21-DD 21:21:SS,Monthly,7109275
2120,GEME25288628342397,41126,5.21,YYYY-33-DD 18:33:SS,Weekly,7627842
2121,MTPE85390752835907,250017,5.98,YYYY-30-DD 01:30:SS,Monthly,3686701
2122,SVLG73959650150423,125773,6.94,YYYY-30-DD 04:30:SS,Quarterly,3451579
2123,JCJT89817258604250,83549,7.99,YYYY-21-DD 17:21:SS,Daily,3091951
2124,CQLA79280828754614,774464,8.3,YYYY-05-DD 15:05:SS,Monthly,6016995
2125,HPBB79610765944541,513740,6.26,YYYY-37-DD 05:37:SS,Weekly,6216499
2126,GZDW25661491146156,374247,5.4,YYYY-57-DD 01:57:SS,Half Yearly,4381141
2127,DSQS88464264249373,966162,8.39,YYYY-00-DD 23:00:SS,Quarterly,2975744
2128,MRUC90297196180399,383133,5.75,YYYY-28-DD 11:28:SS,Half Yearly,5418398
2129,RVYS54590149741462,450665,5.74,YYYY-42-DD 11:42:SS,Half Yearly,1189953
2130,WLYM18599866171697,457327,8.92,YYYY-43-DD 03:43:SS,Quarterly,3467160
2131,PWVK27777408387530,943637,5.13,YYYY-02-DD 23:02:SS,Daily,6346183
2132,TNIM70986140751564,317647,6.6,YYYY-07-DD 14:07:SS,Half Yearly,1003969
2133,EUCO98368577764173,720464,6.98,YYYY-34-DD 18:34:SS,Half Yearly,3470359
2134,BUCL41274896813975,93868,8.58,YYYY-55-DD 15:55:SS,Half Yearly,2801266
2135,NVKD07137094245592,920055,5.35,YYYY-46-DD 07:46:SS,Monthly,7783982
2136,AZFR41994328769458,653920,6.41,YYYY-00-DD 22:00:SS,Daily,8481476
2137,FSAA29315889074984,54413,5.97,YYYY-53-DD 08:53:SS,Monthly,3006665
2138,UTJH78135101128974,197147,8.1,YYYY-37-DD 23:37:SS,Weekly,1370350
2139,KLQX87693438020777,146216,7.2,YYYY-02-DD 20:02:SS,Quarterly,9503857
2140,BFZI24803483631005,232456,6.86,YYYY-40-DD 08:40:SS,Quarterly,6815069
2141,OUST69758297825142,582706,8.19,YYYY-51-DD 09:51:SS,Monthly,9872374
2142,HLWG69571072859894,336098,5.96,YYYY-52-DD 05:52:SS,Quarterly,6645141
2143,BUMH80049117385851,289287,7.35,YYYY-26-DD 20:26:SS,Monthly,7448183
2144,OWPB30889090512711,695553,6.82,YYYY-12-DD 18:12:SS,Yearly,695582
2145,JXAK39442266750797,546118,8.2,YYYY-51-DD 23:51:SS,Weekly,9052486
2146,EWDF04023419787426,702487,6.2,YYYY-26-DD 07:26:SS,Yearly,9505026
2147,TRRM90493370839932,89595,7.45,YYYY-57-DD 11:57:SS,Quarterly,4090638
2148,GEPF89353910390885,320227,8.16,YYYY-38-DD 05:38:SS,Quarterly,5036504
2149,ZNDS58360347263021,174205,5.37,YYYY-00-DD 07:00:SS,Daily,4282414
2150,GFJB17467596404710,872653,8.99,YYYY-29-DD 11:29:SS,Yearly,5614075
2151,TXKM53201463223004,524463,8.74,YYYY-31-DD 03:31:SS,Half Yearly,1683557
2152,EVIK18798616577581,507359,5.3,YYYY-18-DD 14:18:SS,Monthly,4700720
2153,TATP20318107697868,444521,8.63,YYYY-16-DD 17:16:SS,Monthly,2062930
2154,FXBL74598134090603,35402,6.99,YYYY-14-DD 06:14:SS,Yearly,5535261
2155,NIHT15176768290738,716622,6.41,YYYY-22-DD 19:22:SS,Weekly,9750153
2156,SUVG81879117313626,824077,6.1,YYYY-30-DD 04:30:SS,Yearly,2703670
2157,ZEAT76113248600247,711979,5.84,YYYY-58-DD 06:58:SS,Weekly,712028
2158,WRFL44308262793871,54473,5.49,YYYY-14-DD 19:14:SS,Daily,8773995
2159,SBQG28573349185952,363259,5.18,YYYY-31-DD 20:31:SS,Yearly,6457605
2160,IJEQ54093762682396,56569,5.14,YYYY-36-DD 11:36:SS,Monthly,7235316
2161,HWOQ75115312664283,224042,7.8,YYYY-37-DD 22:37:SS,Monthly,7923550
2162,IFQP27393512267856,123811,5.55,YYYY-00-DD 18:00:SS,Monthly,7137767
2163,KTSR45427706200315,282800,6.21,YYYY-59-DD 20:59:SS,Half Yearly,9391096
2164,QIFN38270514043080,507421,5.27,YYYY-36-DD 01:36:SS,Quarterly,1374040
2165,PAPK64440227503596,419251,5.66,YYYY-45-DD 18:45:SS,Monthly,3818510
2166,EWCL90832985548814,588686,5.74,YYYY-09-DD 13:09:SS,Weekly,6861954
2167,ITPL72502281882240,473993,7.22,YYYY-49-DD 11:49:SS,Yearly,552858
2168,HRDP65189179834782,914839,6.68,YYYY-50-DD 17:50:SS,Weekly,9433297
2169,AFXH43494377715549,943213,5.17,YYYY-08-DD 04:08:SS,Quarterly,6994100
2170,BNGM02701870523666,250973,5.97,YYYY-12-DD 14:12:SS,Daily,1359916
2171,LSBG82243123115511,66019,8.93,YYYY-30-DD 09:30:SS,Weekly,8911669
2172,YTZL06623018790800,318098,7.6,YYYY-19-DD 22:19:SS,Half Yearly,2906820
2173,VFXP01319119265089,722407,6.53,YYYY-17-DD 14:17:SS,Daily,4417708
2174,DRIP37211399872217,624408,6.63,YYYY-17-DD 06:17:SS,Quarterly,9358071
2175,LDRM60419347695621,266978,5.45,YYYY-26-DD 10:26:SS,Weekly,9370594
2176,UDHQ86005940335950,127153,6.45,YYYY-41-DD 09:41:SS,Weekly,3151722
2177,OVXM26419069531091,408989,5.9,YYYY-24-DD 10:24:SS,Daily,7524563
2178,UWNE38063992505211,196775,5.25,YYYY-43-DD 16:43:SS,Weekly,3917450
2179,BUIT16782911512900,941502,7.9,YYYY-21-DD 21:21:SS,Weekly,2830988
2180,UFHG30280909882722,437175,8.43,YYYY-01-DD 08:01:SS,Weekly,6381204
2181,CKQP02691510939586,901566,5.9,YYYY-55-DD 15:55:SS,Weekly,901606
2182,UWHP34228334837459,97000,7.4,YYYY-42-DD 15:42:SS,Daily,8562017
2183,YWNY16183952109762,230041,7.64,YYYY-01-DD 13:01:SS,Yearly,8027262
2184,OIWU47619906629480,219000,7.45,YYYY-04-DD 03:04:SS,Monthly,1864323
2185,EPAH44146965360203,140708,8.89,YYYY-47-DD 15:47:SS,Yearly,7446955
2186,IDOZ92241211248344,476879,8.38,YYYY-48-DD 15:48:SS,Monthly,3043368
2187,TGNB95213129187560,452496,5.17,YYYY-16-DD 09:16:SS,Weekly,9944634
2188,CGDH37092173506796,940220,7.19,YYYY-34-DD 23:34:SS,Monthly,8174473
2189,IUED74598197075509,192207,8.42,YYYY-44-DD 10:44:SS,Quarterly,9446397
2190,INNY88502705241817,513872,7.75,YYYY-22-DD 12:22:SS,Half Yearly,615513
2191,OJYI13022913551198,154708,7.74,YYYY-59-DD 00:59:SS,Daily,2501191
2192,IATP88057389804439,463420,8.23,YYYY-22-DD 13:22:SS,Yearly,4454257
2193,SRXZ57429504059328,632313,7.89,YYYY-45-DD 18:45:SS,Quarterly,5951832
2194,VYWR54947668020737,922471,6.6,YYYY-16-DD 18:16:SS,Half Yearly,9623087
2195,DXCT93522027197765,388127,6.5,YYYY-14-DD 22:14:SS,Daily,6440846
2196,WGWE62492710147539,927077,7.87,YYYY-33-DD 13:33:SS,Daily,9875680
2197,DMZJ05297087974917,723966,7.7,YYYY-33-DD 01:33:SS,Yearly,723982
2198,XHRH52483252308622,991544,5.36,YYYY-12-DD 02:12:SS,Weekly,991564
2199,LCMK74397147466542,659111,6.19,YYYY-49-DD 12:49:SS,Daily,1736721
2200,LJMD32307409951612,974305,7.72,YYYY-30-DD 00:30:SS,Half Yearly,6421915
2201,EGOF86643391160426,169935,8.72,YYYY-43-DD 23:43:SS,Yearly,3846664
2202,SGHW29068446369717,823061,7.53,YYYY-30-DD 13:30:SS,Monthly,2752662
2203,BUOE40133554253521,856057,5.9,YYYY-22-DD 10:22:SS,Half Yearly,8914191
2204,RKJH02798826371601,898293,7.28,YYYY-08-DD 09:08:SS,Daily,3900629
2205,SQWH39500650271489,53742,7.68,YYYY-43-DD 20:43:SS,Weekly,6168102
2206,KHAU35779352593749,752676,7.71,YYYY-57-DD 06:57:SS,Half Yearly,5217060
2207,VVPA50255195379634,252778,5.9,YYYY-27-DD 11:27:SS,Daily,8360131
2208,JOLO88395535206427,232493,8.55,YYYY-42-DD 17:42:SS,Monthly,5442399
2209,MSUP27949037367785,394177,7.62,YYYY-33-DD 00:33:SS,Daily,6462042
2210,ZNHX27281115624896,797775,8.95,YYYY-08-DD 09:08:SS,Yearly,6454778
2211,GNQV62324870084552,903618,7.41,YYYY-43-DD 10:43:SS,Quarterly,9588137
2212,QKUV37004536818630,226558,8.26,YYYY-17-DD 19:17:SS,Half Yearly,5557790
2213,CXQQ56803679268721,859035,6.55,YYYY-27-DD 11:27:SS,Yearly,5754205
2214,PVDS58852655234518,115374,7.32,YYYY-10-DD 05:10:SS,Half Yearly,9669218
2215,YKMQ40184147814864,859863,5.73,YYYY-34-DD 23:34:SS,Monthly,3759207
2216,QJKO96312105531241,922808,7.23,YYYY-56-DD 13:56:SS,Half Yearly,9907000
2217,RQHZ43680414183245,693593,8.24,YYYY-48-DD 18:48:SS,Daily,3720931
2218,YAMR05358349654403,80538,5.53,YYYY-41-DD 19:41:SS,Monthly,5150030
2219,LWPR22749146026855,81129,7.55,YYYY-43-DD 02:43:SS,Quarterly,232653
2220,MJCN65753946466376,631020,7.86,YYYY-05-DD 00:05:SS,Yearly,1209986
2221,BYSS46582878828472,974481,6.21,YYYY-12-DD 08:12:SS,Quarterly,9892080
2222,XUOI75420167296255,26096,5.18,YYYY-44-DD 08:44:SS,Monthly,7560240
2223,APYL08333668442780,344115,7.66,YYYY-03-DD 22:03:SS,Daily,6511074
2224,WIXQ91541628366362,681337,6.91,YYYY-21-DD 03:21:SS,Daily,8707211
2225,BCHW49786475015804,624672,8.71,YYYY-54-DD 11:54:SS,Half Yearly,6342481
2226,MUHC61739213525284,80128,7.38,YYYY-59-DD 07:59:SS,Half Yearly,4874270
2227,EJRP43207122561047,623922,5.55,YYYY-35-DD 13:35:SS,Quarterly,7328952
2228,YYUC68606555608034,444558,5.21,YYYY-38-DD 12:38:SS,Yearly,3912931
2229,BOIQ67868904028471,466102,7.22,YYYY-28-DD 02:28:SS,Half Yearly,2206281
2230,INOK16085509886221,356455,7.22,YYYY-48-DD 22:48:SS,Monthly,2199249
2231,OPMI66847405917916,94080,7.75,YYYY-56-DD 03:56:SS,Quarterly,7025293
2232,GSUO10116470602628,123640,6.81,YYYY-00-DD 23:00:SS,Yearly,9913862
2233,GSUO10116470602628,415782,7.82,YYYY-09-DD 02:09:SS,Weekly,858600
2234,FRGJ40231056988083,542327,5.33,YYYY-46-DD 20:46:SS,Monthly,9043888
2235,OUST69758297825142,658336,7.5,YYYY-10-DD 01:10:SS,Monthly,4146775
2236,HYLY08481541612826,923412,5.84,YYYY-54-DD 19:54:SS,Weekly,5855412
2237,YKRY30152108896460,38444,8.71,YYYY-24-DD 04:24:SS,Monthly,2650725
2238,BJFU65823775409102,558986,5.42,YYYY-37-DD 16:37:SS,Daily,2630259
2239,KTSR45427706200315,38794,6.52,YYYY-58-DD 20:58:SS,Yearly,5973012
2240,PKKL00630120899165,313020,5.45,YYYY-01-DD 07:01:SS,Quarterly,7916752
2241,OOKV42694479160016,982335,7.63,YYYY-27-DD 13:27:SS,Yearly,1856682
2242,CMJY24639344052730,505385,7.74,YYYY-08-DD 09:08:SS,Quarterly,6595405
2243,RQKA35588011806858,136823,8.18,YYYY-18-DD 11:18:SS,Yearly,9188094
2244,LDRM60419347695621,521922,5.38,YYYY-54-DD 17:54:SS,Weekly,3515264
2245,ABYX76337197225939,456262,6.5,YYYY-50-DD 13:50:SS,Daily,4881201
2246,BCDK63588958076729,606200,8.34,YYYY-13-DD 15:13:SS,Yearly,5013372
2247,OBXH35900729831149,473788,8.36,YYYY-47-DD 10:47:SS,Weekly,7842968
2248,BRAT34307087246755,120184,6.8,YYYY-22-DD 07:22:SS,Daily,1462643
2249,DMAF66266081736143,820240,5.79,YYYY-40-DD 13:40:SS,Monthly,5733877
2250,PNMO61445195050022,191357,6.81,YYYY-09-DD 04:09:SS,Daily,8878785
2251,SXNS34177047547691,639601,5.74,YYYY-26-DD 04:26:SS,Yearly,1216198
2252,DTDV10607008984856,809539,7.82,YYYY-46-DD 03:46:SS,Daily,9365232
2253,NRWR68760092349484,534487,7.62,YYYY-58-DD 07:58:SS,Half Yearly,3576747
2254,EGQQ65154052711331,36634,8.61,YYYY-14-DD 14:14:SS,Daily,2543920
2255,VTUU48674387922059,101341,6.1,YYYY-35-DD 19:35:SS,Half Yearly,7677296
2256,CQKC61029565478686,724212,5.98,YYYY-02-DD 15:02:SS,Quarterly,9300843
2257,LVEC81487053281071,183196,8.98,YYYY-48-DD 00:48:SS,Monthly,1341121
2258,XFKE62682093818789,844986,5.2,YYYY-43-DD 04:43:SS,Daily,1075327
2259,VFEU31315018124626,38195,5.66,YYYY-13-DD 19:13:SS,Yearly,8454013
2260,XACZ05752583665318,125170,7.73,YYYY-04-DD 17:04:SS,Monthly,723705
2261,GWST69805183090779,517271,7.9,YYYY-29-DD 20:29:SS,Half Yearly,517285
2262,LVMO11847225880562,285145,6.13,YYYY-37-DD 17:37:SS,Monthly,8260974
2263,QMJG73970439152861,117103,6.2,YYYY-30-DD 04:30:SS,Weekly,5230294
2264,CDTE55251979808232,859495,7.33,YYYY-18-DD 04:18:SS,Monthly,1144392
2265,APQZ74016668592811,548180,8.9,YYYY-31-DD 00:31:SS,Yearly,3061303
2266,GSZD06014078374106,687061,7.69,YYYY-04-DD 13:04:SS,Daily,8239272
2267,WJBU25802431934254,520988,6.33,YYYY-38-DD 23:38:SS,Daily,2685434
2268,HRNL26374359260376,559971,5.69,YYYY-33-DD 08:33:SS,Monthly,920368
2269,YRYN11563189454649,980893,8.72,YYYY-47-DD 07:47:SS,Half Yearly,9261677
2270,EXSC55158781704880,895468,5.87,YYYY-48-DD 14:48:SS,Yearly,1401760
2271,EYKL31313130162358,831984,6.48,YYYY-25-DD 02:25:SS,Half Yearly,9085114
2272,KEQM08750271390788,490875,8.22,YYYY-59-DD 01:59:SS,Quarterly,490889
2273,JUDJ59012619616606,891704,6.78,YYYY-18-DD 03:18:SS,Half Yearly,6660362
2274,RSAY12472920568542,272857,5.5,YYYY-46-DD 05:46:SS,Quarterly,1965511
2275,SRAD00677052117439,849724,6.92,YYYY-56-DD 09:56:SS,Weekly,4076443
2276,SCKZ22586270621366,240479,6.98,YYYY-15-DD 20:15:SS,Weekly,9630171
2277,RVYS54590149741462,518211,5.6,YYYY-38-DD 13:38:SS,Quarterly,518257
2278,GVNU03031723682442,344767,6.25,YYYY-20-DD 21:20:SS,Half Yearly,5576665
2279,HRNL26374359260376,563577,5.16,YYYY-36-DD 02:36:SS,Yearly,3764578
2280,YKMQ40184147814864,186450,8.71,YYYY-56-DD 10:56:SS,Yearly,2054028
2281,PCFB60390412024916,13138,7.19,YYYY-43-DD 05:43:SS,Half Yearly,5885151
2282,HJPS39037981288792,47653,5.82,YYYY-40-DD 09:40:SS,Yearly,952149
2283,FOYB91216102352760,14641,6.86,YYYY-34-DD 05:34:SS,Monthly,8799083
2284,OQCH19787001048949,849632,7.36,YYYY-09-DD 22:09:SS,Quarterly,8985757
2285,MKHD98441144641796,510467,5.17,YYYY-37-DD 03:37:SS,Daily,510507
2286,KNFY56840367824032,266905,5.75,YYYY-11-DD 05:11:SS,Quarterly,7252573
2287,IWAI73497174262223,352671,8.27,YYYY-04-DD 11:04:SS,Daily,7921135
2288,QXZJ34200264597812,978812,8.34,YYYY-26-DD 04:26:SS,Quarterly,8336616
2289,UWHP34228334837459,380534,6.7,YYYY-05-DD 07:05:SS,Weekly,8492465
2290,FAAG67635575451628,43784,8.8,YYYY-44-DD 11:44:SS,Daily,8176010
2291,NQWA00406966512479,130036,8.12,YYYY-58-DD 03:58:SS,Yearly,1190663
2292,FKHW90588569896895,107190,7.64,YYYY-48-DD 11:48:SS,Yearly,8840856
2293,GDFG24949710617921,388582,7.89,YYYY-03-DD 23:03:SS,Half Yearly,4562261
2294,DTEZ18102423816115,529482,8.29,YYYY-57-DD 02:57:SS,Half Yearly,8737260
2295,CMBF77520004096510,467552,8.7,YYYY-20-DD 12:20:SS,Monthly,2644054
2296,EFLM13697090715522,776101,8.4,YYYY-12-DD 16:12:SS,Quarterly,776137
2297,LGLN03698108460419,165766,8.74,YYYY-41-DD 11:41:SS,Daily,5479747
2298,WWIL58463713771640,499382,7.19,YYYY-37-DD 11:37:SS,Quarterly,5995496
2299,OAMS80744612583949,53282,8.78,YYYY-00-DD 06:00:SS,Yearly,1298565
2300,CWFK27893051679006,321186,5.6,YYYY-45-DD 19:45:SS,Half Yearly,5576996
2301,JWSX77577319584073,959777,5.1,YYYY-06-DD 22:06:SS,Quarterly,6606480
2302,EUZF84318296393747,156483,8.69,YYYY-41-DD 22:41:SS,Weekly,993253
2303,WBUS99097290173024,98971,6.2,YYYY-40-DD 16:40:SS,Daily,6283475
2304,LDLL08481944238436,48011,7.52,YYYY-59-DD 10:59:SS,Quarterly,2054390
2305,JTZN94116705920407,513446,8.45,YYYY-47-DD 23:47:SS,Quarterly,2993888
2306,EXMA92488857150364,687868,8.41,YYYY-52-DD 16:52:SS,Weekly,1738771
2307,IOMG51124133152453,522863,6.7,YYYY-01-DD 03:01:SS,Half Yearly,872497
2308,HDOK23227063824078,338999,5.27,YYYY-19-DD 18:19:SS,Weekly,8473426
2309,XFJP23382533686502,106736,7.53,YYYY-26-DD 03:26:SS,Yearly,4180170
2310,ZEFL57145849472861,694235,5.77,YYYY-32-DD 08:32:SS,Weekly,8328929
2311,XSJZ35190167397602,614641,7.3,YYYY-30-DD 19:30:SS,Monthly,9481723
2312,ZNJL94190855191496,246513,7.47,YYYY-42-DD 21:42:SS,Daily,4416695
2313,KSLV06235627308556,416399,7.12,YYYY-45-DD 09:45:SS,Half Yearly,8599466
2314,XJCR14230261045697,394598,6.9,YYYY-14-DD 05:14:SS,Yearly,8342137
2315,SEBH26551257523412,735597,6.6,YYYY-39-DD 01:39:SS,Half Yearly,7484853
2316,OKHC48573841150307,694842,5.24,YYYY-28-DD 02:28:SS,Monthly,2492631
2317,BIWZ21272567226509,867382,8.85,YYYY-02-DD 01:02:SS,Yearly,8529388
2318,YBKT03599887344854,600688,6.54,YYYY-48-DD 08:48:SS,Daily,753447
2319,MVFX79983603280189,436533,6.2,YYYY-48-DD 15:48:SS,Weekly,7150714
2320,BJCA48525734590559,843927,7.78,YYYY-07-DD 08:07:SS,Weekly,1439494
2321,KTSR45427706200315,851682,8.5,YYYY-06-DD 18:06:SS,Quarterly,9333461
2322,YYUC68606555608034,52497,7.62,YYYY-16-DD 05:16:SS,Yearly,2194830
2323,RHFX07968918759228,35842,5.23,YYYY-55-DD 05:55:SS,Quarterly,6720120
2324,WLOK52859149964891,510659,8.62,YYYY-30-DD 03:30:SS,Daily,768162
2325,VVHZ64417596085005,427496,6.92,YYYY-34-DD 08:34:SS,Weekly,4672586
2326,LHSB01264070204974,196921,7.1,YYYY-16-DD 13:16:SS,Weekly,4486048
2327,AFCW06839238647243,134864,6.75,YYYY-58-DD 06:58:SS,Yearly,9826445
2328,NQWA00406966512479,841383,6.32,YYYY-55-DD 06:55:SS,Yearly,8841631
2329,CFBD90853488355222,369080,8.3,YYYY-42-DD 13:42:SS,Daily,8101022
2330,JNWR93505299265151,713436,7.21,YYYY-39-DD 18:39:SS,Yearly,713437
2331,AEWQ12848509151800,334531,6.91,YYYY-21-DD 16:21:SS,Daily,7785977
2332,PDZY09824088291044,881192,8.79,YYYY-31-DD 16:31:SS,Weekly,7204071
2333,FNVE82421061005968,611509,7.1,YYYY-47-DD 15:47:SS,Monthly,8520882
2334,WLOK52859149964891,299576,8.5,YYYY-22-DD 18:22:SS,Half Yearly,6106722
2335,ZSCL00515407665863,103188,7.63,YYYY-08-DD 09:08:SS,Quarterly,1329247
2336,JPXR38550764896743,492897,8.69,YYYY-40-DD 18:40:SS,Monthly,1635016
2337,UWNE38063992505211,493013,6.91,YYYY-53-DD 17:53:SS,Yearly,9314881
2338,YYZS36589028400530,977802,8.6,YYYY-47-DD 18:47:SS,Yearly,6945242
2339,QMIO87227846335080,450054,8.68,YYYY-12-DD 00:12:SS,Half Yearly,6553641
2340,BRAT34307087246755,682136,6.86,YYYY-36-DD 04:36:SS,Half Yearly,1975166
2341,IQYT47944865456427,526263,5.36,YYYY-07-DD 20:07:SS,Yearly,6150300
2342,TVOY03042838931057,476359,7.34,YYYY-34-DD 13:34:SS,Quarterly,1652183
2343,XGWL66850654721208,24745,8.52,YYYY-41-DD 18:41:SS,Daily,1908926
