ACCOUNTID,CUSTOMERID,ACCOUNTTYPE,ACCOUNTBALANCE,ACCOUNTSTATUS,INTERESTRATE,OPENINGDATE,LASTTRANSACTIONDATE
YZET81057876040184,1565,Brokerage account,3289583,Frozen,9.75,YYYY-32-DD 13:32:SS,YYYY-47-DD 22:47:SS
AEVF73106793381267,1793,Certificate of deposit (CD),1157908,Closed,5.59,YYYY-55-DD 18:55:SS,YYYY-14-DD 10:14:SS
JBAU35949687868704,2255,Savings account,4838567,Closed,8.8,YYYY-42-DD 03:42:SS,YYYY-43-DD 15:43:SS
NZGQ98305150699026,1101,Individual retirement arrangement (IRA),190026,Frozen,9.42,YYYY-02-DD 07:02:SS,YYYY-46-DD 03:46:SS
CUSP00622359754594,1455,Individual retirement arrangement (IRA),2045015,Frozen,7.3,YYYY-15-DD 18:15:SS,YYYY-34-DD 07:34:SS
VHGK92694061025017,1859,Money market account,2060901,Active,6.7,YYYY-50-DD 23:50:SS,YYYY-43-DD 11:43:SS
GAXH78517672367580,1041,Savings account,4752747,Closed,7.65,YYYY-24-DD 08:24:SS,YYYY-44-DD 03:44:SS
BSNC59957831357037,2478,Checking account,461525,Frozen,6.56,YYYY-16-DD 02:16:SS,YYYY-14-DD 15:14:SS
WIED17539650064285,1053,Brokerage account,2998816,Closed,7.14,YYYY-07-DD 17:07:SS,YYYY-03-DD 05:03:SS
WOCG00269329875008,2357,Checking account,463011,Frozen,9.31,YYYY-30-DD 08:30:SS,YYYY-34-DD 15:34:SS
GWOS81870221154112,1746,Individual retirement arrangement (IRA),892571,Closed,8.71,YYYY-37-DD 10:37:SS,YYYY-34-DD 21:34:SS
LPPG53785600487868,2008,Individual retirement arrangement (IRA),2758998,Closed,5.8,YYYY-47-DD 07:47:SS,YYYY-47-DD 15:47:SS
MXGQ75373352447372,1487,Individual retirement arrangement (IRA),3715105,Frozen,7.58,YYYY-59-DD 17:59:SS,YYYY-53-DD 11:53:SS
PYNP69560983614285,1665,Individual retirement arrangement (IRA),513616,Frozen,7,YYYY-08-DD 15:08:SS,YYYY-38-DD 15:38:SS
QRJE78159815072663,2342,Money market account,4010231,Closed,6.12,YYYY-20-DD 23:20:SS,YYYY-09-DD 00:09:SS
OICY17196907854371,1988,Money market account,4895056,Frozen,5.6,YYYY-44-DD 22:44:SS,YYYY-16-DD 18:16:SS
NNXW59939316649080,1159,Individual retirement arrangement (IRA),3223115,Closed,9.28,YYYY-29-DD 07:29:SS,YYYY-05-DD 10:05:SS
ZBHS16478894971952,2146,Money market account,3103512,Closed,6.1,YYYY-16-DD 20:16:SS,YYYY-54-DD 08:54:SS
SZTQ33316716181504,2475,Individual retirement arrangement (IRA),2939195,Closed,9.57,YYYY-07-DD 16:07:SS,YYYY-07-DD 08:07:SS
TQEN48508232904393,2464,Brokerage account,4832202,Frozen,8.14,YYYY-18-DD 12:18:SS,YYYY-41-DD 19:41:SS
DTVG78801866715021,1279,Savings account,338800,Closed,5.73,YYYY-24-DD 19:24:SS,YYYY-35-DD 12:35:SS
WXEM21070132571793,1178,Brokerage account,592265,Active,8.52,YYYY-41-DD 15:41:SS,YYYY-38-DD 06:38:SS
LLBN34521364932401,1241,Individual retirement arrangement (IRA),2771556,Closed,6.18,YYYY-11-DD 04:11:SS,YYYY-45-DD 03:45:SS
OYLF16759974511818,1320,Checking account,4881746,Active,7.67,YYYY-56-DD 05:56:SS,YYYY-56-DD 18:56:SS
ONKU83361795142539,2023,Money market account,3933404,Frozen,7.9,YYYY-03-DD 19:03:SS,YYYY-59-DD 21:59:SS
VQHB64504203776029,1818,Savings account,327706,Closed,7.99,YYYY-05-DD 14:05:SS,YYYY-05-DD 14:05:SS
GVOH02545020154981,1228,Certificate of deposit (CD),2297281,Active,8.61,YYYY-32-DD 21:32:SS,YYYY-40-DD 03:40:SS
MPDU40355404960477,1807,Money market account,3487791,Active,6.64,YYYY-25-DD 22:25:SS,YYYY-16-DD 04:16:SS
FGJB55759242235713,1688,Checking account,3960084,Active,7.75,YYYY-57-DD 12:57:SS,YYYY-48-DD 11:48:SS
HFUA77892460318807,1962,Certificate of deposit (CD),3892757,Frozen,5.88,YYYY-00-DD 17:00:SS,YYYY-29-DD 10:29:SS
MPXZ35607775496154,1201,Money market account,4254662,Closed,7.7,YYYY-21-DD 18:21:SS,YYYY-59-DD 01:59:SS
RQFZ76480697654425,1012,Money market account,361073,Closed,8.15,YYYY-23-DD 23:23:SS,YYYY-36-DD 16:36:SS
BZHF56697404457027,1268,Brokerage account,554282,Frozen,9.65,YYYY-05-DD 05:05:SS,YYYY-19-DD 06:19:SS
FTLP25557614623525,2165,Brokerage account,3189773,Frozen,5.52,YYYY-38-DD 03:38:SS,YYYY-38-DD 03:38:SS
RBHB86738752688722,1829,Savings account,1530620,Active,5.79,YYYY-49-DD 16:49:SS,YYYY-22-DD 15:22:SS
BMFY78130635763382,1800,Brokerage account,2229996,Frozen,8.63,YYYY-09-DD 10:09:SS,YYYY-38-DD 10:38:SS
VJPF54517336754106,2476,Individual retirement arrangement (IRA),1015438,Active,8,YYYY-17-DD 19:17:SS,YYYY-40-DD 01:40:SS
XRIA06948781644363,2279,Checking account,2019930,Closed,8.4,YYYY-35-DD 13:35:SS,YYYY-37-DD 14:37:SS
TQMV64027621264656,1472,Individual retirement arrangement (IRA),4542625,Closed,5.98,YYYY-50-DD 09:50:SS,YYYY-26-DD 18:26:SS
BWAX51650711047505,1613,Money market account,3355050,Closed,9.64,YYYY-39-DD 02:39:SS,YYYY-39-DD 02:39:SS
ALZL96961004301254,1114,Checking account,502896,Active,9.36,YYYY-56-DD 07:56:SS,YYYY-41-DD 13:41:SS
LVHV00982122128271,1081,Individual retirement arrangement (IRA),4835559,Frozen,8.99,YYYY-11-DD 23:11:SS,YYYY-09-DD 00:09:SS
CCIT36041761701819,2359,Certificate of deposit (CD),2255287,Active,5.95,YYYY-57-DD 20:57:SS,YYYY-45-DD 10:45:SS
ZPGZ61516159866210,2413,Individual retirement arrangement (IRA),3274857,Active,9.49,YYYY-21-DD 04:21:SS,YYYY-35-DD 20:35:SS
UYRL39188499296665,2191,Money market account,1625163,Closed,7.41,YYYY-41-DD 15:41:SS,YYYY-22-DD 15:22:SS
HEXG09170413992341,2360,Brokerage account,1965351,Active,6.53,YYYY-51-DD 00:51:SS,YYYY-16-DD 23:16:SS
AKOA19418988451014,1400,Individual retirement arrangement (IRA),983935,Active,8.43,YYYY-40-DD 18:40:SS,YYYY-58-DD 23:58:SS
SLBX78104484085797,1119,Brokerage account,1636501,Closed,5.84,YYYY-46-DD 14:46:SS,YYYY-12-DD 03:12:SS
MACK22091818320633,1614,Individual retirement arrangement (IRA),1154162,Frozen,7.15,YYYY-46-DD 02:46:SS,YYYY-10-DD 15:10:SS
BJTY75516012314724,2360,Individual retirement arrangement (IRA),3136659,Closed,6.56,YYYY-56-DD 13:56:SS,YYYY-32-DD 02:32:SS
EBLZ42142849257060,1393,Individual retirement arrangement (IRA),2813367,Active,5.47,YYYY-13-DD 01:13:SS,YYYY-46-DD 15:46:SS
DLRX83476629528171,1815,Individual retirement arrangement (IRA),2493238,Closed,9.73,YYYY-55-DD 16:55:SS,YYYY-45-DD 19:45:SS
XLBM88897441807421,2123,Money market account,3775473,Frozen,7.91,YYYY-44-DD 16:44:SS,YYYY-57-DD 01:57:SS
BKJC09508574796106,1089,Certificate of deposit (CD),4820172,Closed,5.16,YYYY-07-DD 03:07:SS,YYYY-55-DD 06:55:SS
YYSG28194367015300,1335,Savings account,154864,Closed,7.66,YYYY-32-DD 02:32:SS,YYYY-14-DD 17:14:SS
KIWR11573535346878,1350,Brokerage account,3816863,Frozen,6.7,YYYY-05-DD 19:05:SS,YYYY-55-DD 21:55:SS
PKZJ26685285376032,1538,Checking account,2287915,Active,8.95,YYYY-32-DD 22:32:SS,YYYY-50-DD 20:50:SS
RYPT61850774726194,2322,Certificate of deposit (CD),1472951,Frozen,9.26,YYYY-49-DD 03:49:SS,YYYY-08-DD 06:08:SS
GPUM18178574659376,1905,Savings account,4332976,Frozen,6.13,YYYY-36-DD 04:36:SS,YYYY-37-DD 15:37:SS
ONZN47257849197451,2018,Savings account,2866769,Closed,5.49,YYYY-56-DD 19:56:SS,YYYY-08-DD 23:08:SS
XOHC88491120139305,1722,Money market account,872574,Active,6.37,YYYY-20-DD 01:20:SS,YYYY-20-DD 01:20:SS
XRLW01758009266670,1824,Individual retirement arrangement (IRA),3333835,Frozen,5.61,YYYY-53-DD 11:53:SS,YYYY-28-DD 23:28:SS
ADWU06373422520430,2347,Brokerage account,2265744,Closed,9.84,YYYY-40-DD 06:40:SS,YYYY-27-DD 09:27:SS
ROHH66980492539774,2210,Money market account,966701,Active,6.69,YYYY-21-DD 00:21:SS,YYYY-12-DD 11:12:SS
GXBX45312690467932,1908,Individual retirement arrangement (IRA),284113,Active,6.4,YYYY-32-DD 05:32:SS,YYYY-20-DD 18:20:SS
QYRS20236289325150,1210,Savings account,4437060,Closed,5.95,YYYY-43-DD 11:43:SS,YYYY-08-DD 23:08:SS
DRZR14612431952336,1804,Money market account,884702,Closed,5.4,YYYY-34-DD 15:34:SS,YYYY-52-DD 03:52:SS
UEXO21012622514653,1725,Individual retirement arrangement (IRA),4473762,Closed,9.59,YYYY-53-DD 07:53:SS,YYYY-41-DD 03:41:SS
HSDY05340416777455,1555,Certificate of deposit (CD),4141639,Closed,8.82,YYYY-11-DD 11:11:SS,YYYY-52-DD 03:52:SS
UVXC23683235959440,1104,Money market account,2065651,Active,9.46,YYYY-02-DD 16:02:SS,YYYY-00-DD 06:00:SS
QLVF02987127132562,1251,Checking account,4688689,Frozen,9.12,YYYY-06-DD 03:06:SS,YYYY-06-DD 00:06:SS
VIOW27221015896528,2333,Checking account,4809196,Closed,6.64,YYYY-33-DD 06:33:SS,YYYY-21-DD 11:21:SS
OGXU62039730610163,1374,Savings account,776336,Closed,6.67,YYYY-53-DD 22:53:SS,YYYY-34-DD 16:34:SS
SHXJ20539751836726,2019,Savings account,411749,Frozen,7.49,YYYY-24-DD 12:24:SS,YYYY-51-DD 00:51:SS
THMZ35728417319177,1646,Savings account,4209593,Closed,9.92,YYYY-04-DD 22:04:SS,YYYY-49-DD 18:49:SS
FREG87264784670350,1949,Savings account,3039510,Active,9.98,YYYY-58-DD 03:58:SS,YYYY-45-DD 06:45:SS
ILPA15654647028119,2051,Brokerage account,2986634,Closed,9.44,YYYY-51-DD 21:51:SS,YYYY-06-DD 14:06:SS
MGYE27934971458481,2490,Certificate of deposit (CD),1413140,Closed,7.58,YYYY-56-DD 12:56:SS,YYYY-33-DD 07:33:SS
XQNL95590844048023,2437,Savings account,1040789,Frozen,8.4,YYYY-44-DD 21:44:SS,YYYY-58-DD 11:58:SS
IQFP24830894682799,1570,Individual retirement arrangement (IRA),1903976,Frozen,9.55,YYYY-56-DD 14:56:SS,YYYY-31-DD 00:31:SS
IVAV07366934736068,2163,Money market account,912034,Closed,7.34,YYYY-14-DD 15:14:SS,YYYY-05-DD 20:05:SS
SOHB50232491905962,2183,Individual retirement arrangement (IRA),1170134,Frozen,7.8,YYYY-33-DD 11:33:SS,YYYY-13-DD 16:13:SS
BOJJ62300784315898,1020,Certificate of deposit (CD),3994223,Closed,7.25,YYYY-43-DD 17:43:SS,YYYY-45-DD 23:45:SS
JWCM21582573761014,2121,Money market account,3186302,Closed,6.99,YYYY-19-DD 18:19:SS,YYYY-21-DD 17:21:SS
LRMG99288276968424,2242,Money market account,4457060,Frozen,6.28,YYYY-41-DD 22:41:SS,YYYY-43-DD 09:43:SS
JSXW61110023500665,2341,Money market account,4754485,Closed,6.92,YYYY-53-DD 07:53:SS,YYYY-33-DD 01:33:SS
BGTN48168036749715,1008,Individual retirement arrangement (IRA),572928,Frozen,6.42,YYYY-33-DD 14:33:SS,YYYY-52-DD 03:52:SS
NQVT40706582257940,1639,Individual retirement arrangement (IRA),2546950,Closed,9.27,YYYY-47-DD 20:47:SS,YYYY-52-DD 22:52:SS
NIKB25266592362834,1350,Brokerage account,983739,Closed,9.48,YYYY-56-DD 12:56:SS,YYYY-15-DD 13:15:SS
EOGU96209486327407,1337,Checking account,1365542,Active,9.86,YYYY-41-DD 01:41:SS,YYYY-07-DD 03:07:SS
ZJVV60568332333041,1498,Individual retirement arrangement (IRA),4638785,Frozen,5.84,YYYY-17-DD 02:17:SS,YYYY-18-DD 05:18:SS
QYBT50505102366322,1150,Savings account,600347,Frozen,7.54,YYYY-59-DD 13:59:SS,YYYY-12-DD 12:12:SS
BIPP86234525244980,1360,Money market account,4483121,Active,6.44,YYYY-18-DD 15:18:SS,YYYY-18-DD 15:18:SS
EISO95403941486071,1131,Brokerage account,418590,Closed,7.11,YYYY-20-DD 17:20:SS,YYYY-44-DD 13:44:SS
CCVQ16144002652202,2025,Checking account,1268785,Closed,8.38,YYYY-14-DD 08:14:SS,YYYY-04-DD 20:04:SS
SZOD45467834479041,2275,Savings account,2469805,Closed,6.99,YYYY-16-DD 12:16:SS,YYYY-48-DD 09:48:SS
PQWD94887137937085,2226,Individual retirement arrangement (IRA),2199109,Frozen,7.56,YYYY-02-DD 12:02:SS,YYYY-50-DD 03:50:SS
YROT05192026699726,1557,Savings account,4117411,Active,7.81,YYYY-29-DD 22:29:SS,YYYY-25-DD 03:25:SS
FKJV65733795973595,2482,Money market account,3665051,Frozen,6.57,YYYY-55-DD 03:55:SS,YYYY-23-DD 17:23:SS
PBRH15006430303987,1645,Individual retirement arrangement (IRA),945110,Active,7.71,YYYY-04-DD 07:04:SS,YYYY-24-DD 18:24:SS
QLKT95202227280067,1719,Checking account,4557584,Closed,7.33,YYYY-35-DD 12:35:SS,YYYY-35-DD 13:35:SS
IOIB35858421733231,1980,Certificate of deposit (CD),4714522,Active,6.26,YYYY-53-DD 12:53:SS,YYYY-19-DD 03:19:SS
GYXB01055928196687,1329,Savings account,909314,Active,5.41,YYYY-18-DD 02:18:SS,YYYY-14-DD 13:14:SS
RBHP40756217619663,1877,Savings account,4824735,Active,9.13,YYYY-28-DD 03:28:SS,YYYY-02-DD 12:02:SS
KVCI40215053034557,1222,Money market account,4750718,Closed,7.5,YYYY-40-DD 06:40:SS,YYYY-00-DD 01:00:SS
YNRH73314626072356,1727,Checking account,4938213,Active,5.79,YYYY-21-DD 05:21:SS,YYYY-34-DD 12:34:SS
RGVS92656589543487,2278,Individual retirement arrangement (IRA),223946,Active,7.43,YYYY-54-DD 06:54:SS,YYYY-18-DD 18:18:SS
UIVV74901230096260,1861,Savings account,951002,Closed,6.79,YYYY-25-DD 03:25:SS,YYYY-36-DD 06:36:SS
AAWC58905448083791,1115,Certificate of deposit (CD),171289,Active,7.68,YYYY-59-DD 15:59:SS,YYYY-39-DD 20:39:SS
KZCR33051457420677,2170,Savings account,1633050,Closed,7.5,YYYY-50-DD 12:50:SS,YYYY-01-DD 00:01:SS
MPJE86987702259041,1400,Certificate of deposit (CD),2998609,Active,5.4,YYYY-15-DD 13:15:SS,YYYY-15-DD 13:15:SS
FUOH48910733196662,2362,Brokerage account,685215,Frozen,5.68,YYYY-10-DD 12:10:SS,YYYY-45-DD 15:45:SS
YOMU93911845551591,1281,Individual retirement arrangement (IRA),4058045,Frozen,8.1,YYYY-05-DD 10:05:SS,YYYY-21-DD 09:21:SS
JAZC46013604916541,1255,Checking account,3569526,Closed,5.28,YYYY-00-DD 19:00:SS,YYYY-02-DD 00:02:SS
YZGV53162439592170,1932,Savings account,3124700,Frozen,7.67,YYYY-15-DD 01:15:SS,YYYY-15-DD 15:15:SS
WUXE34338739149948,2110,Checking account,3150780,Frozen,6.13,YYYY-19-DD 03:19:SS,YYYY-59-DD 23:59:SS
FXOW99873139541447,1902,Checking account,3298387,Active,6.64,YYYY-29-DD 00:29:SS,YYYY-08-DD 14:08:SS
OOUS86096082401198,2294,Individual retirement arrangement (IRA),118893,Closed,9.23,YYYY-52-DD 14:52:SS,YYYY-44-DD 14:44:SS
MJUI97525857581709,2301,Individual retirement arrangement (IRA),2060041,Active,6.84,YYYY-21-DD 18:21:SS,YYYY-57-DD 14:57:SS
MSPP46044428915438,1503,Individual retirement arrangement (IRA),3178254,Active,7.91,YYYY-29-DD 20:29:SS,YYYY-28-DD 08:28:SS
AGOY31906491955021,2310,Savings account,3269398,Frozen,7.88,YYYY-09-DD 12:09:SS,YYYY-01-DD 11:01:SS
PKEQ14474976069048,2423,Savings account,1387528,Closed,6.59,YYYY-21-DD 08:21:SS,YYYY-12-DD 12:12:SS
TKON11486082309443,1344,Certificate of deposit (CD),117109,Active,7.79,YYYY-08-DD 12:08:SS,YYYY-57-DD 17:57:SS
QPGW03282124917629,1047,Checking account,2061736,Closed,7.16,YYYY-18-DD 18:18:SS,YYYY-43-DD 16:43:SS
WATG26887131216393,1155,Money market account,4720627,Closed,6.77,YYYY-00-DD 04:00:SS,YYYY-32-DD 19:32:SS
NIHH75350186937339,1645,Individual retirement arrangement (IRA),1930343,Active,7.12,YYYY-23-DD 19:23:SS,YYYY-52-DD 06:52:SS
UGLX30287736991881,1495,Checking account,2037313,Frozen,9.32,YYYY-43-DD 10:43:SS,YYYY-32-DD 01:32:SS
KHAB51913655837268,1695,Individual retirement arrangement (IRA),2858046,Active,5.15,YYYY-21-DD 08:21:SS,YYYY-22-DD 08:22:SS
GKEY05061560808164,1289,Savings account,2537276,Frozen,9.85,YYYY-00-DD 20:00:SS,YYYY-28-DD 05:28:SS
ZRIC25782340080230,1364,Savings account,3424188,Closed,8.66,YYYY-06-DD 09:06:SS,YYYY-05-DD 21:05:SS
MFGZ30704578932089,1431,Checking account,4561698,Active,5.12,YYYY-06-DD 02:06:SS,YYYY-47-DD 02:47:SS
WRFT92573875969469,2293,Checking account,1232204,Active,9.26,YYYY-47-DD 03:47:SS,YYYY-57-DD 02:57:SS
TACK17694619454757,1825,Brokerage account,3878063,Closed,6.69,YYYY-54-DD 05:54:SS,YYYY-51-DD 16:51:SS
JBTH56338333196236,1710,Individual retirement arrangement (IRA),2490799,Active,9.7,YYYY-21-DD 17:21:SS,YYYY-35-DD 03:35:SS
QFVJ87341417480989,1504,Savings account,4050164,Closed,9.81,YYYY-26-DD 23:26:SS,YYYY-10-DD 18:10:SS
MLLB23171112843242,1879,Savings account,2719726,Active,6.1,YYYY-29-DD 11:29:SS,YYYY-15-DD 07:15:SS
EQSQ90190819221457,2051,Checking account,1452817,Active,8.84,YYYY-52-DD 12:52:SS,YYYY-15-DD 13:15:SS
XYOU44871115647965,1036,Savings account,3732019,Active,7.16,YYYY-18-DD 06:18:SS,YYYY-33-DD 21:33:SS
WXYA12000997190657,2044,Savings account,1896590,Frozen,8.62,YYYY-55-DD 06:55:SS,YYYY-19-DD 15:19:SS
AUNI86444930592183,2119,Money market account,3977793,Active,6.42,YYYY-15-DD 09:15:SS,YYYY-31-DD 03:31:SS
CVIC13774295357011,2401,Money market account,4128805,Frozen,7.12,YYYY-22-DD 06:22:SS,YYYY-54-DD 06:54:SS
CVMR23633116303210,1417,Savings account,1170238,Closed,5.78,YYYY-30-DD 09:30:SS,YYYY-09-DD 02:09:SS
FPYP28861092910934,2119,Money market account,1196167,Closed,7.19,YYYY-07-DD 23:07:SS,YYYY-00-DD 03:00:SS
MCBW57633168237442,1458,Certificate of deposit (CD),909003,Active,5.18,YYYY-06-DD 09:06:SS,YYYY-44-DD 18:44:SS
QQMF73654475657146,1629,Brokerage account,4799553,Closed,6.3,YYYY-06-DD 08:06:SS,YYYY-44-DD 23:44:SS
XFBA84527093856349,1147,Brokerage account,4058371,Closed,9.58,YYYY-18-DD 07:18:SS,YYYY-21-DD 09:21:SS
BCKW35211592620196,1321,Savings account,4227630,Frozen,8.81,YYYY-59-DD 12:59:SS,YYYY-54-DD 15:54:SS
DBVH09963549148034,2014,Certificate of deposit (CD),4929901,Frozen,6.4,YYYY-08-DD 09:08:SS,YYYY-02-DD 10:02:SS
HFXJ65659672901165,2172,Brokerage account,2050575,Active,8.76,YYYY-17-DD 01:17:SS,YYYY-44-DD 17:44:SS
YRAE71073122929570,2082,Checking account,1505656,Active,8.51,YYYY-49-DD 00:49:SS,YYYY-49-DD 00:49:SS
QLTC21674215288145,1778,Individual retirement arrangement (IRA),2624064,Frozen,5.14,YYYY-28-DD 13:28:SS,YYYY-09-DD 03:09:SS
AGXQ91384727095283,1849,Money market account,3910790,Frozen,5.2,YYYY-00-DD 21:00:SS,YYYY-12-DD 05:12:SS
QMZZ49456998197129,1631,Savings account,1533711,Active,9.26,YYYY-23-DD 03:23:SS,YYYY-34-DD 05:34:SS
QNWE09497768206799,1013,Money market account,1828160,Active,5.69,YYYY-58-DD 22:58:SS,YYYY-13-DD 00:13:SS
XVIF41024939888318,2093,Individual retirement arrangement (IRA),3147251,Closed,8.35,YYYY-54-DD 18:54:SS,YYYY-03-DD 00:03:SS
SKQA64363262977513,2467,Checking account,2891661,Frozen,9.22,YYYY-35-DD 04:35:SS,YYYY-16-DD 14:16:SS
XTMS26114640780487,2018,Individual retirement arrangement (IRA),3207395,Closed,5.21,YYYY-50-DD 21:50:SS,YYYY-29-DD 08:29:SS
IENW68546007382772,1595,Brokerage account,2845750,Closed,5.17,YYYY-06-DD 20:06:SS,YYYY-37-DD 02:37:SS
GKFH35235460002321,1641,Certificate of deposit (CD),348366,Active,8.51,YYYY-24-DD 22:24:SS,YYYY-40-DD 12:40:SS
XORJ89281045290489,1534,Money market account,1657452,Frozen,7.56,YYYY-07-DD 11:07:SS,YYYY-36-DD 16:36:SS
GOIL41229093009749,2491,Savings account,2862705,Active,6.51,YYYY-51-DD 11:51:SS,YYYY-51-DD 11:51:SS
IWBY07193630267015,2491,Savings account,1626582,Active,5.12,YYYY-58-DD 03:58:SS,YYYY-37-DD 16:37:SS
ZIRR99902507832671,1053,Brokerage account,4477776,Frozen,9.73,YYYY-20-DD 21:20:SS,YYYY-37-DD 16:37:SS
ASZB83997250487470,2015,Brokerage account,832076,Frozen,6.88,YYYY-11-DD 05:11:SS,YYYY-42-DD 05:42:SS
UQFU13202084614573,2422,Checking account,4551221,Closed,6.41,YYYY-42-DD 17:42:SS,YYYY-30-DD 12:30:SS
VWFD24891206730579,2395,Certificate of deposit (CD),3104802,Closed,5.64,YYYY-49-DD 19:49:SS,YYYY-25-DD 08:25:SS
BQGT82287657470264,1343,Money market account,4325238,Closed,8.9,YYYY-20-DD 14:20:SS,YYYY-38-DD 00:38:SS
AUUV79720300216249,2127,Checking account,3712341,Active,9.92,YYYY-21-DD 11:21:SS,YYYY-43-DD 05:43:SS
GPRN41131410207836,2103,Certificate of deposit (CD),3673990,Frozen,6.5,YYYY-28-DD 00:28:SS,YYYY-25-DD 21:25:SS
CPMV30642579637448,1693,Certificate of deposit (CD),4930572,Closed,9.9,YYYY-34-DD 00:34:SS,YYYY-24-DD 06:24:SS
DNYL88693590528892,1515,Checking account,3139556,Active,9.4,YYYY-27-DD 04:27:SS,YYYY-29-DD 22:29:SS
FQBM55620351171422,2289,Certificate of deposit (CD),4675621,Closed,7.56,YYYY-16-DD 11:16:SS,YYYY-35-DD 20:35:SS
IZKU20117191083846,1052,Certificate of deposit (CD),2614173,Active,9.65,YYYY-09-DD 14:09:SS,YYYY-17-DD 06:17:SS
QGCV92958627654692,1557,Certificate of deposit (CD),1430150,Frozen,6.86,YYYY-21-DD 10:21:SS,YYYY-27-DD 13:27:SS
IMVZ62744038484307,1369,Certificate of deposit (CD),1251869,Closed,9.6,YYYY-17-DD 19:17:SS,YYYY-05-DD 18:05:SS
BLOD89690990189200,1968,Checking account,1520779,Frozen,8.27,YYYY-41-DD 10:41:SS,YYYY-36-DD 05:36:SS
GACJ93458138015217,2456,Certificate of deposit (CD),2480221,Active,7.79,YYYY-48-DD 00:48:SS,YYYY-27-DD 17:27:SS
MJNE24511567268916,2249,Individual retirement arrangement (IRA),1701971,Active,8.4,YYYY-17-DD 23:17:SS,YYYY-26-DD 13:26:SS
VEYU53696613568878,1562,Savings account,3932728,Closed,9.62,YYYY-16-DD 17:16:SS,YYYY-53-DD 09:53:SS
YHUT54438379700298,2256,Savings account,1960106,Closed,6.52,YYYY-07-DD 13:07:SS,YYYY-07-DD 09:07:SS
YOLW05624188496576,1517,Savings account,3152144,Closed,7.35,YYYY-27-DD 07:27:SS,YYYY-07-DD 20:07:SS
GTAE46513472930179,1058,Individual retirement arrangement (IRA),1092221,Active,9,YYYY-47-DD 09:47:SS,YYYY-25-DD 13:25:SS
SNZK85638870217020,1355,Money market account,3299306,Active,8.25,YYYY-23-DD 11:23:SS,YYYY-09-DD 14:09:SS
UFYV65428821604281,1436,Certificate of deposit (CD),3678859,Frozen,6.2,YYYY-27-DD 03:27:SS,YYYY-32-DD 16:32:SS
LHZH23660512264706,2484,Money market account,386960,Frozen,8.33,YYYY-58-DD 00:58:SS,YYYY-21-DD 07:21:SS
LBAN11122742146303,1070,Checking account,2916775,Closed,8.81,YYYY-20-DD 08:20:SS,YYYY-32-DD 01:32:SS
JYPW43757702229538,1257,Brokerage account,207321,Active,5.38,YYYY-53-DD 15:53:SS,YYYY-14-DD 08:14:SS
VHDT32555299296350,2447,Individual retirement arrangement (IRA),2387281,Active,7.14,YYYY-53-DD 09:53:SS,YYYY-31-DD 09:31:SS
YQKL90717694680577,2208,Money market account,847403,Active,8.88,YYYY-32-DD 20:32:SS,YYYY-52-DD 22:52:SS
GNPO92019076003967,1033,Savings account,1410316,Active,9.5,YYYY-32-DD 16:32:SS,YYYY-32-DD 16:32:SS
VCLV34545272467634,2412,Savings account,232046,Active,9.95,YYYY-44-DD 08:44:SS,YYYY-25-DD 21:25:SS
DDNO96618570740261,2170,Brokerage account,2488690,Frozen,5.41,YYYY-33-DD 06:33:SS,YYYY-29-DD 09:29:SS
EKNC75812853876206,2029,Money market account,4234633,Closed,9.68,YYYY-26-DD 19:26:SS,YYYY-39-DD 03:39:SS
UPYX83258982190340,1135,Checking account,4387411,Closed,7.95,YYYY-07-DD 18:07:SS,YYYY-38-DD 04:38:SS
KXGC02670251657340,1509,Individual retirement arrangement (IRA),2952979,Closed,7.82,YYYY-16-DD 13:16:SS,YYYY-49-DD 22:49:SS
RARC88736667535030,1138,Individual retirement arrangement (IRA),4986548,Active,7.96,YYYY-32-DD 15:32:SS,YYYY-40-DD 02:40:SS
WKND47691548175662,1089,Brokerage account,4601199,Closed,7.81,YYYY-33-DD 13:33:SS,YYYY-12-DD 09:12:SS
WAQN82157017243410,1174,Checking account,417444,Active,9.15,YYYY-18-DD 01:18:SS,YYYY-24-DD 06:24:SS
KVPI35586481383591,2467,Savings account,3387139,Active,9.36,YYYY-32-DD 16:32:SS,YYYY-32-DD 15:32:SS
CCYU67968956578027,1129,Savings account,3986446,Active,9.86,YYYY-53-DD 14:53:SS,YYYY-59-DD 15:59:SS
RNLM03469406117523,1725,Money market account,196544,Frozen,6.72,YYYY-02-DD 22:02:SS,YYYY-17-DD 12:17:SS
RNWJ34405438295528,1432,Checking account,4673584,Frozen,9.42,YYYY-13-DD 18:13:SS,YYYY-15-DD 15:15:SS
JNBR88503275399813,1468,Checking account,4413799,Closed,7.83,YYYY-29-DD 03:29:SS,YYYY-48-DD 17:48:SS
IVLZ10888368323090,1843,Brokerage account,4121676,Frozen,9.86,YYYY-07-DD 05:07:SS,YYYY-36-DD 10:36:SS
TQYI55661043501655,1503,Savings account,2098419,Closed,7.75,YYYY-34-DD 05:34:SS,YYYY-34-DD 05:34:SS
TWBP65782029908421,1143,Individual retirement arrangement (IRA),2335459,Closed,8.65,YYYY-45-DD 18:45:SS,YYYY-57-DD 17:57:SS
ILGJ73851045839044,1407,Brokerage account,4859787,Active,8,YYYY-47-DD 04:47:SS,YYYY-44-DD 11:44:SS
