INVESTMENTACCOUNTID,CUSTOMERID,ACCOUNTTYPE,INVESTMENTSTATUS,INVESTMENTSTARTDATE,INVESTMENTENDDATE,RETURNS,INVESTMENTPORTFOLIO
UMZM93407325425454,2494,Mutual Funds,Active,YYYY-48-DD 19:48:SS,YYYY-32-DD 17:32:SS,14.36,56287622
WEGF57998830259607,1411,Fixed Deposits,Closed,YYYY-43-DD 11:43:SS,YYYY-43-DD 11:43:SS,14.3,10156629
DHNY40651295539670,1539,Fixed Deposits,Closed,YYYY-41-DD 07:41:SS,YYYY-12-DD 12:12:SS,9.63,90653216
GSXP75911352237855,1363,Mutual Funds,Closed,YYYY-39-DD 19:39:SS,YYYY-44-DD 02:44:SS,8,77050670
EMGG52807913297081,1859,Fixed Deposits,Closed,YYYY-38-DD 13:38:SS,YYYY-33-DD 02:33:SS,13.67,90613159
YOMK70186119482860,2369,Mutual Funds,Closed,YYYY-09-DD 22:09:SS,YYYY-25-DD 10:25:SS,8.71,95641652
LHSB01264070204974,1538,Mutual Funds,Active,YYYY-12-DD 21:12:SS,YYYY-12-DD 21:12:SS,19.4,98542468
EIMJ64393473829033,2088,Stocks,Closed,YYYY-01-DD 21:01:SS,YYYY-42-DD 06:42:SS,15.17,10249628
CXQQ56803679268721,1175,Stocks,Closed,YYYY-12-DD 18:12:SS,YYYY-55-DD 16:55:SS,7.97,80525769
XLYB57006298776378,1951,Mutual Funds,Active,YYYY-44-DD 03:44:SS,YYYY-39-DD 06:39:SS,18.78,28906049
CQLQ58421696932505,2416,Fixed Deposits,Active,YYYY-03-DD 19:03:SS,YYYY-03-DD 19:03:SS,14.21,79499620
RWZB02897620942539,1163,Fixed Deposits,Active,YYYY-29-DD 22:29:SS,YYYY-47-DD 16:47:SS,11.53,68909857
BVWQ09775156925445,1635,Stocks,Closed,YYYY-26-DD 01:26:SS,YYYY-18-DD 23:18:SS,12.5,70189377
ULYY19176481773266,2211,Mutual Funds,Active,YYYY-06-DD 15:06:SS,YYYY-17-DD 02:17:SS,8.56,27947845
IYUH91961653444676,1367,Fixed Deposits,Active,YYYY-52-DD 16:52:SS,YYYY-45-DD 05:45:SS,17.18,03962435
PEZO02640591412476,1903,Stocks,Active,YYYY-01-DD 19:01:SS,YYYY-33-DD 17:33:SS,12.59,81121991
KOVF87029970792638,1202,Stocks,Closed,YYYY-11-DD 13:11:SS,YYYY-54-DD 09:54:SS,11.13,25458442
XPYW07283322570586,2330,Mutual Funds,Active,YYYY-54-DD 08:54:SS,YYYY-54-DD 08:54:SS,19.67,99448721
HDSM83580443981830,1768,Fixed Deposits,Active,YYYY-49-DD 22:49:SS,YYYY-53-DD 09:53:SS,17.9,54180680
YFGO54109463347429,1950,Stocks,Closed,YYYY-29-DD 06:29:SS,YYYY-49-DD 16:49:SS,19.75,40485959
XSKG48639795549618,1267,Stocks,Closed,YYYY-47-DD 19:47:SS,YYYY-15-DD 14:15:SS,19.65,39997265
XAPS35456388656985,2047,Mutual Funds,Active,YYYY-08-DD 17:08:SS,YYYY-33-DD 04:33:SS,7.31,65747773
GSIG22093833206561,2236,Fixed Deposits,Closed,YYYY-32-DD 05:32:SS,YYYY-30-DD 12:30:SS,18.69,10264904
KMFX20671501619827,1162,Stocks,Closed,YYYY-58-DD 23:58:SS,YYYY-58-DD 23:58:SS,7.46,62739795
IXSC95222038378496,1658,Stocks,Closed,YYYY-27-DD 23:27:SS,YYYY-54-DD 07:54:SS,18.42,51751883
KNFY56840367824032,1310,Stocks,Closed,YYYY-03-DD 10:03:SS,YYYY-45-DD 10:45:SS,16.24,33567419
XGWL66850654721208,2083,Fixed Deposits,Closed,YYYY-07-DD 13:07:SS,YYYY-07-DD 13:07:SS,8.33,51153427
AMAN16298212633856,1625,Fixed Deposits,Closed,YYYY-58-DD 11:58:SS,YYYY-10-DD 23:10:SS,19.88,82218812
BBGG78013420074621,2296,Stocks,Active,YYYY-12-DD 09:12:SS,YYYY-23-DD 01:23:SS,9.77,90635809
RHNB46324888001551,1937,Fixed Deposits,Active,YYYY-14-DD 16:14:SS,YYYY-25-DD 23:25:SS,17.68,55230537
LGBY46381004141607,1077,Fixed Deposits,Closed,YYYY-56-DD 18:56:SS,YYYY-56-DD 18:56:SS,9.3,53405548
QQGA69240243560619,1658,Stocks,Active,YYYY-06-DD 08:06:SS,YYYY-37-DD 06:37:SS,19.67,07268175
ZNJL94190855191496,1631,Fixed Deposits,Closed,YYYY-04-DD 22:04:SS,YYYY-44-DD 13:44:SS,5.2,44243388
MSIH89627365410723,1268,Fixed Deposits,Active,YYYY-43-DD 13:43:SS,YYYY-43-DD 09:43:SS,14.93,34399972
UXMT42175164159827,1338,Stocks,Active,YYYY-55-DD 04:55:SS,YYYY-26-DD 16:26:SS,16.45,18736991
RBNP84701331656365,1788,Fixed Deposits,Closed,YYYY-14-DD 06:14:SS,YYYY-59-DD 09:59:SS,7.98,23454057
WZXX97079476399268,1951,Stocks,Closed,YYYY-02-DD 14:02:SS,YYYY-18-DD 10:18:SS,7.45,40922997
LBXU65015893206520,1499,Fixed Deposits,Active,YYYY-08-DD 20:08:SS,YYYY-21-DD 05:21:SS,14.92,40446127
VKBH25162496264299,2161,Stocks,Active,YYYY-35-DD 15:35:SS,YYYY-35-DD 15:35:SS,19.72,92673700
VVIY33238905597226,1431,Stocks,Closed,YYYY-07-DD 06:07:SS,YYYY-09-DD 21:09:SS,16.72,38653872
QQLL10058145754829,1186,Mutual Funds,Closed,YYYY-31-DD 20:31:SS,YYYY-26-DD 17:26:SS,12.87,82848934
FZST60660857822421,1110,Stocks,Closed,YYYY-34-DD 04:34:SS,YYYY-34-DD 04:34:SS,16.72,04105299
UZWE77792793610473,2494,Mutual Funds,Active,YYYY-39-DD 07:39:SS,YYYY-54-DD 18:54:SS,13.14,21927607
RHUS81250046991621,2028,Stocks,Closed,YYYY-28-DD 10:28:SS,YYYY-17-DD 04:17:SS,16.46,78063587
POUW14813021319327,1976,Stocks,Closed,YYYY-56-DD 06:56:SS,YYYY-58-DD 02:58:SS,10.68,07100857
RGKK17028640297611,1268,Fixed Deposits,Active,YYYY-04-DD 12:04:SS,YYYY-04-DD 12:04:SS,8.1,22161512
EGQQ65154052711331,2018,Stocks,Active,YYYY-06-DD 03:06:SS,YYYY-06-DD 03:06:SS,15.58,75389864
EVUY37488744789505,2424,Stocks,Active,YYYY-44-DD 07:44:SS,YYYY-55-DD 04:55:SS,5.54,35704096
NCNP15027876332144,1134,Fixed Deposits,Closed,YYYY-53-DD 08:53:SS,YYYY-47-DD 15:47:SS,9.8,49152593
VIIO01728310625591,2300,Fixed Deposits,Closed,YYYY-03-DD 16:03:SS,YYYY-57-DD 21:57:SS,7.8,07726453
VQUQ26638157238723,1270,Stocks,Active,YYYY-58-DD 12:58:SS,YYYY-57-DD 06:57:SS,15.6,53333186
DBLU61930682521027,2454,Mutual Funds,Closed,YYYY-45-DD 07:45:SS,YYYY-45-DD 07:45:SS,10.23,72996041
QHKZ40554046667216,2495,Mutual Funds,Active,YYYY-32-DD 15:32:SS,YYYY-01-DD 17:01:SS,17.94,77667618
DDMF03377819497244,2054,Fixed Deposits,Closed,YYYY-58-DD 17:58:SS,YYYY-27-DD 09:27:SS,8.5,66062370
EQVV55239727368957,1110,Stocks,Closed,YYYY-59-DD 21:59:SS,YYYY-35-DD 02:35:SS,17.78,33301891
FJHS39027277326425,1494,Fixed Deposits,Closed,YYYY-45-DD 10:45:SS,YYYY-03-DD 18:03:SS,12.4,38415012
GINF58064308979198,1640,Stocks,Active,YYYY-26-DD 06:26:SS,YYYY-08-DD 04:08:SS,19.51,86122054
CWBJ50145548509166,1501,Stocks,Closed,YYYY-32-DD 21:32:SS,YYYY-45-DD 14:45:SS,14.57,67946280
CMBF77520004096510,2300,Fixed Deposits,Active,YYYY-37-DD 19:37:SS,YYYY-50-DD 00:50:SS,12.21,57400327
DSQS88464264249373,1720,Mutual Funds,Closed,YYYY-44-DD 01:44:SS,YYYY-01-DD 20:01:SS,15.85,94436532
LABO39171038006521,2419,Fixed Deposits,Active,YYYY-25-DD 17:25:SS,YYYY-10-DD 04:10:SS,14.86,98985074
JUPO88601819066403,1085,Stocks,Active,YYYY-46-DD 18:46:SS,YYYY-01-DD 14:01:SS,15.65,45904721
PYFT29376151492299,2302,Fixed Deposits,Active,YYYY-08-DD 22:08:SS,YYYY-20-DD 08:20:SS,19.41,32273182
LDLL08481944238436,1482,Mutual Funds,Closed,YYYY-23-DD 17:23:SS,YYYY-21-DD 18:21:SS,10.29,36844098
YWDB35050239542641,1533,Mutual Funds,Closed,YYYY-34-DD 11:34:SS,YYYY-57-DD 00:57:SS,14.42,32992717
ZCLR03070518440631,2472,Stocks,Active,YYYY-46-DD 18:46:SS,YYYY-46-DD 18:46:SS,18.26,07343544
WZLP33245940964475,2172,Stocks,Closed,YYYY-53-DD 05:53:SS,YYYY-52-DD 16:52:SS,8.38,86989183
BWKS84730694946203,2328,Stocks,Active,YYYY-18-DD 14:18:SS,YYYY-22-DD 01:22:SS,10.56,70402711
AUBC86486478543977,2326,Stocks,Closed,YYYY-25-DD 17:25:SS,YYYY-17-DD 22:17:SS,10.12,41347164
QJKO96312105531241,2176,Stocks,Closed,YYYY-48-DD 02:48:SS,YYYY-07-DD 05:07:SS,18.93,51658533
GPTU59772231907697,1189,Stocks,Active,YYYY-40-DD 05:40:SS,YYYY-54-DD 04:54:SS,8.91,34145456
TBCO57828006007059,1173,Stocks,Closed,YYYY-48-DD 12:48:SS,YYYY-02-DD 20:02:SS,15.88,39144812
VJZG02029118082287,1832,Mutual Funds,Closed,YYYY-19-DD 01:19:SS,YYYY-39-DD 15:39:SS,12.79,17115346
HYCF48401415084387,1969,Mutual Funds,Active,YYYY-32-DD 19:32:SS,YYYY-35-DD 05:35:SS,15.22,40999548
KNAK09221106935503,1259,Stocks,Active,YYYY-52-DD 21:52:SS,YYYY-14-DD 03:14:SS,9.9,90774706
FDLY36577647672688,2485,Fixed Deposits,Active,YYYY-58-DD 15:58:SS,YYYY-12-DD 01:12:SS,11.89,59082859
JKMR57364967098444,1025,Stocks,Closed,YYYY-42-DD 17:42:SS,YYYY-22-DD 10:22:SS,7.46,65061466
EOBQ12591845300285,1686,Stocks,Active,YYYY-36-DD 12:36:SS,YYYY-22-DD 12:22:SS,11.95,75808488
LFWR54772488781776,2101,Mutual Funds,Active,YYYY-59-DD 10:59:SS,YYYY-00-DD 09:00:SS,8.1,46410108
MJLL62352761105463,1661,Mutual Funds,Closed,YYYY-55-DD 08:55:SS,YYYY-06-DD 03:06:SS,19.33,46277961
XEJE63972159827496,2231,Fixed Deposits,Closed,YYYY-11-DD 06:11:SS,YYYY-27-DD 06:27:SS,18.62,01163681
FCHX41130901155432,1330,Fixed Deposits,Active,YYYY-45-DD 07:45:SS,YYYY-26-DD 23:26:SS,18.4,16070981
WJWM57402223857487,2129,Mutual Funds,Active,YYYY-48-DD 03:48:SS,YYYY-35-DD 02:35:SS,16.86,54670457
UNVZ77034996803913,1033,Fixed Deposits,Active,YYYY-56-DD 01:56:SS,YYYY-47-DD 17:47:SS,19.89,63602005
UEPS04550837470562,1480,Stocks,Active,YYYY-18-DD 10:18:SS,YYYY-03-DD 08:03:SS,7.12,37815035
JIVF27725135684410,1641,Fixed Deposits,Closed,YYYY-03-DD 01:03:SS,YYYY-10-DD 13:10:SS,11.77,78847385
IQYT47944865456427,2144,Stocks,Closed,YYYY-17-DD 02:17:SS,YYYY-42-DD 13:42:SS,13.65,05515752
DNLJ77299893647761,1379,Fixed Deposits,Active,YYYY-03-DD 17:03:SS,YYYY-49-DD 09:49:SS,12,43815876
CANK45738580460456,2345,Fixed Deposits,Closed,YYYY-35-DD 10:35:SS,YYYY-47-DD 20:47:SS,17.56,21554254
FOYB91216102352760,1140,Fixed Deposits,Active,YYYY-15-DD 02:15:SS,YYYY-25-DD 02:25:SS,19.65,37117269
NRBI68121112096476,2489,Fixed Deposits,Closed,YYYY-59-DD 14:59:SS,YYYY-06-DD 04:06:SS,10.7,83339349
OODM53502077261631,1319,Mutual Funds,Active,YYYY-05-DD 22:05:SS,YYYY-00-DD 04:00:SS,16.69,92112087
YTSQ20989378247689,2339,Stocks,Closed,YYYY-45-DD 08:45:SS,YYYY-05-DD 11:05:SS,8.46,91404541
ZXYI99091851211074,1389,Mutual Funds,Closed,YYYY-17-DD 03:17:SS,YYYY-29-DD 14:29:SS,13.11,20619619
CQQT51782996742205,1499,Mutual Funds,Active,YYYY-47-DD 21:47:SS,YYYY-58-DD 03:58:SS,12.31,11197836
ECRQ01753707385709,2385,Stocks,Closed,YYYY-58-DD 01:58:SS,YYYY-44-DD 18:44:SS,6.81,89930519
MAXR19027686967003,1118,Stocks,Closed,YYYY-06-DD 20:06:SS,YYYY-38-DD 04:38:SS,17.5,59054535
JEOT90821851896276,2204,Stocks,Active,YYYY-36-DD 22:36:SS,YYYY-28-DD 23:28:SS,7.44,97990338
YHSI92519101247650,2247,Fixed Deposits,Active,YYYY-58-DD 20:58:SS,YYYY-58-DD 20:58:SS,18.1,14270017
ZCIE48841000934777,2180,Mutual Funds,Active,YYYY-14-DD 07:14:SS,YYYY-59-DD 04:59:SS,19.43,15107084
EYKL31313130162358,1451,Mutual Funds,Active,YYYY-28-DD 14:28:SS,YYYY-18-DD 22:18:SS,11.25,43950263
DNNB58818294337796,1161,Fixed Deposits,Closed,YYYY-14-DD 04:14:SS,YYYY-20-DD 09:20:SS,18.67,58426227
KLGS83362538276133,1774,Mutual Funds,Closed,YYYY-04-DD 17:04:SS,YYYY-04-DD 17:04:SS,19.52,37631611
SVEN79600784248297,1739,Stocks,Closed,YYYY-42-DD 00:42:SS,YYYY-24-DD 23:24:SS,10.95,31632331
PEZP78773008606128,2124,Mutual Funds,Active,YYYY-33-DD 13:33:SS,YYYY-49-DD 09:49:SS,5.1,24269353
XSHW97441044258017,1396,Mutual Funds,Closed,YYYY-44-DD 20:44:SS,YYYY-15-DD 22:15:SS,13.42,04478829
HFLM67782079266642,1300,Stocks,Active,YYYY-26-DD 07:26:SS,YYYY-26-DD 07:26:SS,16,69973437
YYUC68606555608034,2038,Stocks,Active,YYYY-10-DD 02:10:SS,YYYY-10-DD 02:10:SS,7.37,86817141
VYSW65005991638302,1758,Mutual Funds,Active,YYYY-56-DD 16:56:SS,YYYY-35-DD 19:35:SS,9.28,74106332
OOBQ12841522395870,1267,Stocks,Closed,YYYY-50-DD 13:50:SS,YYYY-45-DD 14:45:SS,16.68,56360660
MRZJ34169756860708,2437,Mutual Funds,Closed,YYYY-15-DD 01:15:SS,YYYY-48-DD 07:48:SS,15.57,99910969
RNXV30863716668478,2284,Mutual Funds,Closed,YYYY-40-DD 02:40:SS,YYYY-04-DD 10:04:SS,11.25,54675599
IXYD63654755162879,2023,Mutual Funds,Closed,YYYY-43-DD 09:43:SS,YYYY-09-DD 09:09:SS,8.43,73128793
HXSC13657930196287,2028,Stocks,Closed,YYYY-37-DD 01:37:SS,YYYY-31-DD 12:31:SS,11.11,82502836
VGDS94597329889712,1420,Mutual Funds,Closed,YYYY-39-DD 22:39:SS,YYYY-39-DD 22:39:SS,17.64,98727421
NQNS96478504808029,1424,Mutual Funds,Closed,YYYY-03-DD 07:03:SS,YYYY-38-DD 00:38:SS,14.57,05475834
ZRNK50961461969581,2126,Stocks,Closed,YYYY-03-DD 04:03:SS,YYYY-20-DD 00:20:SS,15.48,06840259
XRFF11223562656045,2053,Mutual Funds,Closed,YYYY-03-DD 03:03:SS,YYYY-22-DD 19:22:SS,7.15,36172436
LUCS13481152662640,2239,Mutual Funds,Active,YYYY-49-DD 16:49:SS,YYYY-26-DD 03:26:SS,12.65,62783934
UDHQ86005940335950,1584,Mutual Funds,Closed,YYYY-49-DD 05:49:SS,YYYY-51-DD 21:51:SS,18.56,42358725
XWLR45602121744186,1766,Mutual Funds,Closed,YYYY-48-DD 04:48:SS,YYYY-31-DD 02:31:SS,12.4,56820782
MWVC22925375182657,1235,Mutual Funds,Active,YYYY-55-DD 01:55:SS,YYYY-51-DD 11:51:SS,11.88,74218110
QKRB43362514799685,1294,Fixed Deposits,Active,YYYY-05-DD 09:05:SS,YYYY-01-DD 06:01:SS,19.81,09367852
YOLI32889593727188,1902,Mutual Funds,Closed,YYYY-26-DD 18:26:SS,YYYY-06-DD 07:06:SS,15.41,69015922
YDGZ50918743723313,1804,Stocks,Closed,YYYY-05-DD 05:05:SS,YYYY-45-DD 01:45:SS,19.96,99328177
TOPQ13694172548192,1158,Mutual Funds,Active,YYYY-48-DD 02:48:SS,YYYY-46-DD 05:46:SS,15.28,14555282
UDHH28614100482348,1388,Stocks,Closed,YYYY-21-DD 14:21:SS,YYYY-44-DD 00:44:SS,12.37,17132329
PLDF69248222504292,1826,Fixed Deposits,Closed,YYYY-36-DD 17:36:SS,YYYY-24-DD 12:24:SS,12.51,73336440
LXHA35880689706291,1202,Mutual Funds,Closed,YYYY-37-DD 07:37:SS,YYYY-08-DD 15:08:SS,15.4,37487232
NJGU58339389545315,2011,Mutual Funds,Closed,YYYY-02-DD 15:02:SS,YYYY-33-DD 21:33:SS,5.86,89732458
FSVJ74335646714581,2447,Mutual Funds,Active,YYYY-34-DD 21:34:SS,YYYY-34-DD 21:34:SS,15.48,81160150
AEWQ12848509151800,1358,Stocks,Closed,YYYY-43-DD 18:43:SS,YYYY-29-DD 05:29:SS,10.35,46961549
MGXQ35281867536181,1898,Fixed Deposits,Closed,YYYY-31-DD 05:31:SS,YYYY-31-DD 05:31:SS,5.59,21272998
XLWQ64568542680227,1142,Stocks,Closed,YYYY-09-DD 01:09:SS,YYYY-19-DD 07:19:SS,6.8,21153266
MXYM51972354297159,1590,Stocks,Active,YYYY-16-DD 23:16:SS,YYYY-45-DD 08:45:SS,8.48,90212178
ZFST92770975547880,1485,Mutual Funds,Closed,YYYY-05-DD 06:05:SS,YYYY-10-DD 03:10:SS,8.64,79886758
KILY66091106539651,1824,Stocks,Closed,YYYY-33-DD 02:33:SS,YYYY-33-DD 08:33:SS,9.61,78492646
CTOR79888282487664,2270,Stocks,Closed,YYYY-33-DD 06:33:SS,YYYY-29-DD 18:29:SS,19.95,57379289
BMGD81669254154106,1770,Stocks,Active,YYYY-27-DD 19:27:SS,YYYY-31-DD 20:31:SS,14.23,93076562
BVCN18313004941039,2013,Mutual Funds,Closed,YYYY-53-DD 09:53:SS,YYYY-25-DD 07:25:SS,12.33,76582851
ENUL70902777481959,1159,Fixed Deposits,Active,YYYY-23-DD 15:23:SS,YYYY-47-DD 09:47:SS,6.16,65693162
TVNU34823184359537,1417,Fixed Deposits,Active,YYYY-39-DD 18:39:SS,YYYY-31-DD 14:31:SS,12.47,29156856
NZXH18528351013737,1210,Fixed Deposits,Active,YYYY-59-DD 12:59:SS,YYYY-59-DD 12:59:SS,15.33,27340103
RNZP74559167704827,2324,Stocks,Active,YYYY-39-DD 06:39:SS,YYYY-42-DD 02:42:SS,14.2,46092342
VUDG09696904913202,1398,Stocks,Active,YYYY-08-DD 09:08:SS,YYYY-58-DD 08:58:SS,8.1,91105745
TRRM90493370839932,1256,Mutual Funds,Active,YYYY-20-DD 03:20:SS,YYYY-01-DD 14:01:SS,5.39,65043936
DDCY09438240793964,2383,Stocks,Active,YYYY-59-DD 03:59:SS,YYYY-59-DD 03:59:SS,9.59,99460310
IPPF56092241445437,1416,Mutual Funds,Closed,YYYY-00-DD 06:00:SS,YYYY-49-DD 14:49:SS,8.59,45542770
IBCT66648702435420,1520,Fixed Deposits,Active,YYYY-09-DD 12:09:SS,YYYY-31-DD 10:31:SS,14.25,56619683
ZPML09428988082045,2361,Fixed Deposits,Closed,YYYY-46-DD 03:46:SS,YYYY-15-DD 09:15:SS,5.9,39870971
GZMN44386639743520,2312,Fixed Deposits,Closed,YYYY-55-DD 11:55:SS,YYYY-35-DD 18:35:SS,17.69,75606862
RZXU61358785619035,1098,Mutual Funds,Closed,YYYY-12-DD 15:12:SS,YYYY-10-DD 03:10:SS,19.28,74522972
PMXF28538308161496,1622,Stocks,Closed,YYYY-00-DD 18:00:SS,YYYY-00-DD 18:00:SS,18.52,50617418
LMYR45234961652172,1311,Stocks,Active,YYYY-44-DD 11:44:SS,YYYY-43-DD 13:43:SS,9.79,47039872
USGE43907710642106,1645,Mutual Funds,Active,YYYY-28-DD 03:28:SS,YYYY-28-DD 03:28:SS,15.97,71581255
BFZI24803483631005,2193,Stocks,Closed,YYYY-27-DD 18:27:SS,YYYY-18-DD 16:18:SS,16.93,32984941
VQGQ45136045661425,1459,Mutual Funds,Closed,YYYY-49-DD 19:49:SS,YYYY-49-DD 19:49:SS,12.96,65410813
CHEQ54809613330126,2120,Fixed Deposits,Active,YYYY-26-DD 14:26:SS,YYYY-26-DD 14:26:SS,14.39,89273869
SVWA02847718528658,2360,Fixed Deposits,Closed,YYYY-50-DD 16:50:SS,YYYY-21-DD 07:21:SS,7.64,35519843
VVPA50255195379634,2448,Mutual Funds,Closed,YYYY-03-DD 02:03:SS,YYYY-18-DD 18:18:SS,12.5,91778505
VRRI20979417882876,1055,Fixed Deposits,Closed,YYYY-26-DD 13:26:SS,YYYY-36-DD 11:36:SS,9.65,00819435
UGLH62779856137269,1233,Stocks,Closed,YYYY-54-DD 03:54:SS,YYYY-25-DD 04:25:SS,17.11,70003314
IUJV08401881983616,1591,Mutual Funds,Active,YYYY-35-DD 09:35:SS,YYYY-18-DD 20:18:SS,11.39,38240942
FGUE80373103761034,2109,Fixed Deposits,Active,YYYY-52-DD 08:52:SS,YYYY-11-DD 00:11:SS,17.27,02721521
UGSW17394710819902,2196,Stocks,Active,YYYY-47-DD 04:47:SS,YYYY-07-DD 07:07:SS,11.71,64833538
OPQO81769972422697,2315,Fixed Deposits,Closed,YYYY-23-DD 05:23:SS,YYYY-59-DD 04:59:SS,16.16,15425805
EJSI44676441584094,1254,Stocks,Closed,YYYY-41-DD 16:41:SS,YYYY-33-DD 05:33:SS,5.49,38264221
QMJG73970439152861,1721,Fixed Deposits,Closed,YYYY-29-DD 23:29:SS,YYYY-20-DD 11:20:SS,7.53,89703519
ZCMX38733151046579,2190,Stocks,Active,YYYY-10-DD 13:10:SS,YYYY-18-DD 00:18:SS,7.1,79485609
YLLV36477815009528,1054,Fixed Deposits,Closed,YYYY-28-DD 15:28:SS,YYYY-51-DD 05:51:SS,9.12,15674524
WGFC39924458773508,1090,Mutual Funds,Active,YYYY-22-DD 09:22:SS,YYYY-40-DD 16:40:SS,15.6,44324049
LTVU11705033864224,1857,Fixed Deposits,Closed,YYYY-43-DD 21:43:SS,YYYY-09-DD 18:09:SS,18.91,36543816
NAIR17017909786045,2026,Mutual Funds,Closed,YYYY-54-DD 22:54:SS,YYYY-42-DD 09:42:SS,8.39,47914179
DWKM30711980924086,1450,Stocks,Active,YYYY-40-DD 01:40:SS,YYYY-41-DD 00:41:SS,15.8,00793377
DZTI26782941762064,1173,Stocks,Active,YYYY-27-DD 23:27:SS,YYYY-33-DD 21:33:SS,16.82,37399405
AWMQ94205192369802,1563,Mutual Funds,Closed,YYYY-33-DD 06:33:SS,YYYY-09-DD 00:09:SS,17.18,66962984
LJJG54442821193683,1356,Stocks,Active,YYYY-34-DD 21:34:SS,YYYY-34-DD 21:34:SS,9.3,54771499
BMJK61380960783190,1356,Stocks,Closed,YYYY-44-DD 19:44:SS,YYYY-41-DD 16:41:SS,6.6,95461113
RKXT45861188314452,1995,Mutual Funds,Active,YYYY-42-DD 09:42:SS,YYYY-12-DD 02:12:SS,16.82,50299263
CDHA08634823305425,2453,Fixed Deposits,Active,YYYY-59-DD 13:59:SS,YYYY-53-DD 13:53:SS,12.38,00962575
POEV86471380111945,1833,Fixed Deposits,Closed,YYYY-14-DD 10:14:SS,YYYY-58-DD 09:58:SS,12.5,36901753
YSQJ07818581664176,2111,Stocks,Closed,YYYY-24-DD 19:24:SS,YYYY-05-DD 15:05:SS,14.66,45799440
GYWX40489171358709,2386,Mutual Funds,Active,YYYY-51-DD 02:51:SS,YYYY-51-DD 02:51:SS,14.54,13062446
FXMZ58068941934575,1547,Stocks,Active,YYYY-02-DD 09:02:SS,YYYY-25-DD 21:25:SS,12.76,37644482
UPOR87435152915354,1462,Mutual Funds,Closed,YYYY-54-DD 09:54:SS,YYYY-22-DD 23:22:SS,16.46,80729518
VAEL86969764181946,2289,Stocks,Active,YYYY-31-DD 02:31:SS,YYYY-27-DD 05:27:SS,19.6,06652289
UULY27085461506168,2447,Mutual Funds,Closed,YYYY-15-DD 05:15:SS,YYYY-50-DD 05:50:SS,15.87,24127219
VZWB22682244426410,2083,Stocks,Closed,YYYY-07-DD 08:07:SS,YYYY-07-DD 08:07:SS,12.63,27401118
HPBB79610765944541,1073,Mutual Funds,Active,YYYY-09-DD 20:09:SS,YYYY-59-DD 18:59:SS,6.71,53059796
FOZD33911249368505,2012,Mutual Funds,Closed,YYYY-56-DD 08:56:SS,YYYY-29-DD 01:29:SS,9.9,76554230
SAMM19866599548449,1771,Fixed Deposits,Active,YYYY-28-DD 21:28:SS,YYYY-27-DD 11:27:SS,19.49,36084524
IFQP27393512267856,1795,Stocks,Closed,YYYY-01-DD 20:01:SS,YYYY-40-DD 12:40:SS,13.58,50338214
NQWA00406966512479,2053,Stocks,Closed,YYYY-10-DD 13:10:SS,YYYY-52-DD 03:52:SS,15.1,73836070
GGRI84683293864635,1857,Mutual Funds,Closed,YYYY-49-DD 15:49:SS,YYYY-18-DD 18:18:SS,15.2,24226202
CGYF31502909866830,2471,Mutual Funds,Closed,YYYY-12-DD 06:12:SS,YYYY-07-DD 13:07:SS,8.68,94742008
LXVK98332305448946,2252,Stocks,Closed,YYYY-07-DD 08:07:SS,YYYY-48-DD 22:48:SS,13.76,93400978
GVNU03031723682442,2109,Mutual Funds,Closed,YYYY-34-DD 01:34:SS,YYYY-45-DD 17:45:SS,7.27,10335079
RXUN08125764601088,2420,Fixed Deposits,Closed,YYYY-08-DD 12:08:SS,YYYY-18-DD 23:18:SS,18.45,07615689
YOHP50332308377941,1709,Mutual Funds,Closed,YYYY-51-DD 00:51:SS,YYYY-18-DD 08:18:SS,16.71,84216915
EZTW08853746970352,1127,Mutual Funds,Active,YYYY-06-DD 21:06:SS,YYYY-06-DD 21:06:SS,9.43,37195892
PJQD41486511438009,2310,Fixed Deposits,Active,YYYY-02-DD 19:02:SS,YYYY-56-DD 07:56:SS,16.33,89136317
DLKQ82830990377899,1643,Stocks,Closed,YYYY-31-DD 00:31:SS,YYYY-53-DD 16:53:SS,14.5,74897285
WBNJ97304107935992,2042,Mutual Funds,Active,YYYY-57-DD 12:57:SS,YYYY-02-DD 17:02:SS,16.36,24965033
QXWB44975321448496,2239,Stocks,Active,YYYY-30-DD 08:30:SS,YYYY-12-DD 22:12:SS,19.79,40316581
NXOS13786231075756,2278,Mutual Funds,Closed,YYYY-04-DD 11:04:SS,YYYY-18-DD 23:18:SS,18.37,94825961
BJCA48525734590559,2340,Fixed Deposits,Active,YYYY-31-DD 19:31:SS,YYYY-05-DD 17:05:SS,16.1,31505055
KZCR59984837264479,1668,Fixed Deposits,Closed,YYYY-51-DD 08:51:SS,YYYY-50-DD 08:50:SS,16.5,42668503
OUUG67052437291522,1857,Stocks,Closed,YYYY-35-DD 12:35:SS,YYYY-45-DD 18:45:SS,10.33,84639226
ZBXA50256228481495,2269,Fixed Deposits,Closed,YYYY-04-DD 10:04:SS,YYYY-26-DD 22:26:SS,18,36688449
RNYN39284137558066,1159,Fixed Deposits,Active,YYYY-28-DD 17:28:SS,YYYY-26-DD 16:26:SS,8.41,76802744
POLZ68787341032522,2372,Mutual Funds,Closed,YYYY-04-DD 00:04:SS,YYYY-05-DD 09:05:SS,7.97,48093972
